participant,condition,subject,channel,peaks,drops_at
infant,hammer,45,ch_2,"[1727, 1951, 2630, 2859, 3082, 3523, 4178, 4399, 4838, 5054, 5273, 5706, 6147, 6582, 6796, 7013, 7232, 7449, 7670, 7891, 8115, 8339, 9287, 9530, 10530, 10775, 11018, 11991, 12246, 12486, 13211, 13459, 13699, 13951, 15506, 16518, 17270, 17527, 17779, 18039, 18794, 19303, 19562, 19810, 20306, 159, 390, 615, 831, 1054, 1275, 1498, 2174, 2399, 3306, 3739, 3955, 4615, 5487, 5926, 6363, 8567, 8799, 9039, 9783, 10035, 10283, 11263, 11507, 11751, 12727, 12971, 14215, 14459, 14719, 14971, 15223, 15759, 16015, 16271, 16767, 17011, 18286, 18535, 19047, 20058, 20563, 20806, 21042, 21282, 21518]",20306 → 159
infant,hammer,83,ch_0,"[11781, 12041, 15665, 15893, 24877, 25080, 29641, 29860, 229, 452, 672, 897, 1116, 1352, 1588, 1821, 2045, 2265, 2497, 2736, 2977, 3213, 3444, 3676, 3905, 4128, 4345, 4560, 4773, 4989, 5204, 5421, 5632, 5848, 6065, 6280, 6497, 6709, 6925, 7141, 7356, 7568, 7784, 7996, 8208, 8416, 8624, 8829, 9037, 9245, 9457, 9677, 9897, 10117, 10337, 10561, 10788, 11021, 11261, 11520, 12297, 12544, 12793, 13041, 13304, 13568, 13832, 14085, 14325, 14556, 14777, 14997, 15212, 15437, 16136, 16380, 16621, 16861, 17101, 17341, 17572, 17797, 18024, 18248, 18465, 18685, 18897, 19109, 19317, 19528, 19736, 19945, 20153, 20357, 20564, 20773, 20985, 21193, 21401, 21612, 21820, 22028, 22236, 22440, 22645, 22849, 23052, 23252, 23452, 23649, 23848, 24048, 24248, 24457, 24673, 25281, 25481, 25681, 25877, 26073, 26272, 26465, 26668, 26877, 27080, 27288, 27493, 27705, 27921, 28132, 28349, 28564, 28777, 28993, 29213, 29424, 30084, 30309, 30525, 30741, 30964]",29860 → 229
infant,hammer,09,ch_2,"[103, 287, 471, 655, 839, 1027, 1219, 1415, 1614, 1819, 2035, 2251, 2478, 2699, 2927, 3155, 3387, 3618, 3847, 4074, 4295, 4518, 4735, 5171, 4951, 5398, 5623, 5843, 6059, 6275, 6499, 6719, 6947, 7179, 7407, 7638, 7859, 8071, 8282, 8487, 8690, 8891, 9103, 9338, 9574, 9807, 10035, 10271, 10503, 10734, 10963, 11203, 11439, 11675, 11911, 12142, 12379, 12610, 12831, 13055, 13279, 13507, 13734, 13955, 14179, 14406, 14850, 15071, 15294, 15511, 15731, 15954, 16175, 16402, 16627, 16851, 17071, 17283, 14627, 17495, 17707, 18123, 17914, 18335, 18546, 18751, 18954, 19155, 19362, 19571, 19999, 19787, 20215, 20427, 20646, 20863, 21079, 21291, 21502, 21707, 21919, 22131, 22350, 22574, 22798, 23027, 23255, 23474, 23687, 23903, 24111, 24319, 24527, 24731, 24931, 25131, 25330, 25527, 25730, 25947, 26171, 26398, 26619, 26835, 27055, 27271, 27486, 27699, 27910, 28118, 28327, 28538, 28743, 28947, 29151, 29358, 29562, 29771, 29987, 30203, 30419, 30635, 30850]","5171 → 4951, 17283 → 14627, 18123 → 17914, 19999 → 19787"
infant,hammer,78,ch_0,"[1627, 3112, 4296, 5472, 8503, 8760, 9016, 9516, 10036, 10820, 12319, 13483, 14167, 16111, 16319, 16956, 17180, 17856, 18095, 18323, 18551, 19014, 19480, 19947, 20184, 20411, 20635, 20856, 21800, 22049, 22518, 22752, 22992, 23244, 23491, 23736, 24001, 24767, 25011, 25491, 25956, 26183, 26408, 26635, 27300, 27520, 27953, 28405, 28645, 28883, 29123, 29371, 29859, 30100, 30337, 187, 418, 647, 888, 1131, 1375, 1879, 2124, 2380, 2628, 2869, 3343, 3577, 3807, 4056, 4531, 4772, 5004, 5233, 5971, 5720, 6224, 6476, 6727, 6980, 7222, 7467, 7714, 7980, 8239, 9260, 9773, 10288, 10552, 11075, 11324, 11580, 11834, 12076, 12547, 12784, 13020, 13251, 13707, 14609, 14828, 15045, 15259, 15471, 13940, 14388, 15681, 15897, 16527, 16737, 17403, 17632, 18780, 19247, 19711, 21075, 21308, 21548, 22284, 24255, 24504, 25252, 25723, 26856, 27080, 27736, 28171, 29616]","30337 → 187, 5971 → 5720, 15471 → 13940"
infant,hammer,41,ch_2,"[98, 338, 566, 800, 1034, 1270, 1503, 1758, 1999, 2260, 2515, 2766, 3018, 3263, 3514, 3759, 3978, 4234, 4466, 4691, 4906, 5119, 5338, 5547, 5754, 6183, 5954, 6363, 6554, 6758, 6954, 7158, 7375, 7627, 7859, 8102, 8347, 8866, 9158, 8586, 9410, 9670, 9907, 10170, 10422, 10682, 10923, 11162, 11395, 11626, 11843, 12058, 12274, 12495, 12723, 12938, 13158, 13434, 13575, 13366, 13787, 13997, 14183, 14390, 14779, 14582, 14982, 15174, 15378, 15583, 15794, 15995, 16198, 16418, 16634, 16859, 17066, 17278, 17486, 17699, 17902, 18094, 18298, 18495, 18690, 18887, 19086, 19283, 19478, 19667, 19871, 20066, 20260, 20454, 20655, 20847, 21042, 21234, 21427, 21622, 21814, 22006, 22198, 22390, 22586, 22782, 22982, 23174, 23367, 23562, 23758, 23954, 24156, 24354, 24555, 24754, 24946, 25139, 25322, 25518, 25707, 25894, 26083, 26275, 26466, 26659, 26850, 27039, 27231, 27423, 27618, 27815, 28010, 28194, 28391, 28574, 28770, 28958, 29147, 29335, 29526, 29714, 29899, 30078, 30268, 30454, 30642, 30819, 30994, 31183, 31359]","6183 → 5954, 9158 → 8586, 13575 → 13366, 14779 → 14582"
infant,hammer,73,ch_2,"[194, 418, 855, 1303, 1529, 1991, 2226, 2467, 2702, 3170, 3411, 4113, 4343, 4793, 5219, 5647, 6294, 6507, 6723, 6939, 7370, 7806, 8019, 8227, 8667, 8889, 9103, 10411, 10628, 10846, 11482, 11713, 12602, 12835, 13066, 13300, 13535, 13774, 14012, 14249, 14481, 14710, 14942, 15183, 15687, 15923, 16159, 16385, 16602, 16818, 17031, 17238, 17450, 17666, 17880, 18095, 18311, 18526, 18949, 19162, 19378, 19815, 20031, 20247, 20671, 21296, 21500, 21702, 21903, 22491, 22687, 23086, 23290, 23490, 23690, 23895, 24710, 24918, 25123, 25323, 25523, 25725, 25928, 26135, 26341, 26548, 26751, 27562, 27775, 27987, 28207, 28867, 29315, 29530, 29966, 30183, 30398, 30614, 635, 1079, 1759, 2931, 3647, 3879, 4567, 5007, 5431, 5859, 6075, 7155, 7587, 8442, 9315, 9543, 9761, 9983, 10200, 11055, 11267, 11935, 12155, 12375, 15443, 18735, 19595, 20459, 20879, 21087, 22099, 22295, 22887, 24094, 24299, 24503, 26951, 27151, 27355, 28423, 28643, 29091, 29747]",30614 → 635
infant,hammer,82,ch_0,"[6348, 100, 323, 548, 768, 989, 1208, 1420, 1635, 1852, 2072, 2291, 2508, 2724, 2944, 3159, 3373, 3588, 3800, 4016, 4232, 4445, 4657, 4867, 5076, 5287, 5496, 5709, 5923, 6135, 6563, 6780, 6999, 7215, 7436, 7660, 7883, 8107, 8335, 8562, 8780, 9001, 9219, 9436, 9655, 9873, 10084, 10288, 10491, 10692, 10899, 11104, 11312, 11512, 11715, 11915, 12116, 12320, 12523, 12728, 12928, 13124, 13323, 13516, 13711, 13908, 14107, 14304, 14507, 14720, 14940, 15152, 15359, 15559, 15759, 15960, 16163, 16366, 16565, 16763, 16958, 17156, 17343, 17532, 17719, 17908, 18099, 18293, 18480, 18679, 18868, 19056, 19248, 19436, 19623, 19811, 20001, 20193, 20384, 20572, 20764, 20952, 21136, 21327, 21516, 21712, 21923, 22141, 22347, 22544, 22740, 22936, 23135, 23339, 23551, 23761, 23979, 24199, 24423, 24652, 24883, 25119, 25355, 25607, 25856, 26080, 26306, 26523, 26740, 26952, 27160, 27364, 27560, 27755, 27945, 28135, 28324, 28512, 28696, 28888, 29067, 29251, 29433, 29619, 29803, 29987, 30172, 30360, 30551, 30743, 30939]",6348 → 100
infant,hammer,12,ch_1,"[225, 440, 652, 867, 1086, 1303, 1535, 1768, 2004, 2240, 2484, 2727, 2967, 3214, 3478, 3732, 4230, 3986, 4472, 4713, 5189, 5411, 5654, 5890, 6123, 6361, 6600, 6839, 4950, 7075, 7308, 7545, 7780, 8005, 8451, 8224, 8680, 8905, 9124, 9343, 9788, 9561, 10016, 10240, 10463, 10680, 10904, 11143, 11383, 11632, 11868, 12109, 12355, 12584, 12830, 13069, 13303, 13541, 13807, 14077, 14424, 14885, 14605, 15156, 15417, 15668, 15928, 16408, 16172, 16648, 16879, 17119, 17351, 17584, 17805, 18033, 18264, 18488, 18727, 18960, 19176, 19396, 19615, 19835, 20060, 20513, 20288, 20747, 20975, 21199, 21430, 21664, 21899, 22133, 22589, 22368, 22806, 23025, 23256, 23482, 23694, 23926, 24157, 24391, 24616, 24843, 25060, 25288, 25510, 25728, 25945, 26176, 26400, 26620, 26835, 27052, 27255, 27479, 27692, 27911, 28138, 28360, 28587, 28808, 29052, 29300, 29540, 29790, 30039, 30288, 30532, 30771, 31019, 31256]","4230 → 3986, 6839 → 4950, 8451 → 8224, 9788 → 9561, 14885 → 14605, 16408 → 16172, 20513 → 20288, 22589 → 22368"
infant,hammer,64,ch_0,"[61, 295, 525, 752, 994, 1252, 1717, 1490, 1946, 2199, 2440, 2669, 2887, 3111, 3345, 3579, 3799, 4019, 4241, 4460, 4673, 4898, 5131, 5360, 5577, 5795, 6009, 6221, 6442, 6661, 6875, 7092, 7305, 7524, 7757, 7985, 8207, 8437, 8676, 8905, 9132, 9356, 9590, 9816, 10037, 10260, 10479, 10694, 10914, 11144, 11365, 11585, 11799, 12012, 12221, 12430, 12636, 12840, 13047, 13258, 13472, 13680, 13884, 14091, 14297, 14517, 14744, 14965, 15187, 15412, 15637, 15849, 16060, 16267, 16473, 16680, 16891, 17097, 17307, 17521, 17729, 17945, 18161, 18376, 18586, 18796, 19004, 19213, 19419, 19625, 19827, 20031, 20236, 20440, 20645, 20848, 21060, 21272, 21481, 21689, 21901, 22107, 22313, 22517, 22722, 22926, 23133, 23337, 23540, 23745, 23957, 24168, 24376, 24583, 24792, 25007, 25221, 25436, 25651, 25862, 26073, 26281, 26486, 26690, 26893, 27100, 27302, 27504, 27703, 27905, 28106, 28306, 28505, 28704, 28904, 29102, 29302, 29501, 29699, 29898, 30102, 30301, 30501, 30701, 30905]",1717 → 1490
infant,hammer,44,ch_2,"[638, 1342, 3261, 3498, 3738, 3982, 4470, 4714, 5417, 5645, 8334, 8546, 9170, 9578, 10190, 10818, 12202, 12948, 13202, 14174, 14857, 15070, 15687, 16711, 17611, 19621, 21142, 22186, 22593, 23438, 23870, 24090, 24314, 24734, 24942, 25758, 27898, 28094, 28490, 28905, 29538, 29750, 30170, 30382, 405, 874, 1110, 1586, 2074, 2310, 2546, 2782, 3022, 4226, 4954, 5189, 5874, 6102, 6333, 6561, 6790, 7238, 7462, 7678, 7898, 8118, 8754, 8962, 9374, 9778, 9982, 10394, 10602, 11038, 11265, 11498, 11730, 11966, 12442, 12698, 13446, 13694, 13942, 14414, 14638, 15277, 15482, 15894, 17396, 17826, 18046, 18274, 18503, 18729, 18955, 19177, 19397, 19845, 20066, 20282, 20494, 20710, 20926, 21350, 21558, 21774, 21978, 22386, 22798, 23006, 23222, 23654, 24526, 25146, 25350, 25554, 25954, 26154, 26349, 26542, 26933, 27126, 27317, 27510, 27702, 28286, 28693, 29114, 29326, 29958, 30594]",30382 → 405
infant,hammer,34,ch_2,"[186, 386, 577, 778, 994, 1202, 1402, 1609, 1822, 2038, 2254, 2454, 2661, 2877, 3085, 3294, 3489, 3689, 3890, 4094, 4294, 4498, 4702, 4906, 5109, 5313, 5514, 5718, 5926, 6134, 6337, 6542, 6745, 6946, 7153, 7358, 7569, 7785, 8002, 8245, 8478, 8726, 8962, 9190, 9417, 9645, 9866, 10086, 10305, 10522, 10734, 10946, 11161, 11374, 11590, 11806, 12038, 12298, 12561, 12798, 13026, 13245, 13457, 13669, 13873, 14074, 14277, 14477, 14674, 14878, 15293, 15086, 15502, 15709, 15914, 16129, 16346, 16562, 16782, 17014, 17254, 17506, 17766, 18018, 18238, 18454, 18666, 18874, 19082, 19293, 19509, 19718, 19926, 20137, 20342, 20549, 20754, 20962, 21166, 21374, 21582, 21786, 21998, 22198, 22398, 22602, 22798, 23002, 23197, 23398, 23593, 23793, 23994, 24202, 24409, 24614, 24822, 25025, 25230, 25441, 25650, 25862, 26065, 26281, 26494, 26718, 26950, 27177, 27442, 27678, 27906, 28126, 28330, 28530, 28726, 28921, 29121, 29314, 29514, 29714, 29906, 30110, 30301, 30501, 30702, 30901]",15293 → 15086
infant,hammer,63,ch_0,"[31473, 31266, 31060, 30851, 30646, 30440, 30235, 30029, 29821, 29612, 29399, 29187, 28981, 28777, 28569, 28365, 28163, 27956, 27749, 27340, 26926, 26501, 26718, 26285, 26078, 25665, 25456, 25036, 24824, 24619, 25241, 25873, 27136, 27545, 24414, 24212, 24008, 23804, 23593, 23385, 23174, 22965, 22560, 22351, 22772, 22149, 21948, 21747, 21548, 21347, 21148, 20945, 20740, 20538, 20328, 20122, 19917, 19716, 19512, 19108, 19308, 18905, 18700, 18489, 18273, 18054, 17835, 17622, 17412, 17196, 16990, 16788, 16585, 16381, 16171, 15961, 15753, 15545, 15333, 15117, 14905, 14689, 14479, 14269, 14055, 13852, 13648, 13445, 13241, 13034, 12832, 12633, 12433, 12233, 12037, 11836, 11637, 11437, 11235, 10614, 10397, 11030, 10824, 9968, 2997, 3198, 2792, 2586, 2380, 3400, 3597, 3795, 3991, 4188, 4386, 4593, 5001, 5408, 5606, 5204, 4798, 5805, 6198, 6389, 6580, 6771, 6961, 6004, 7153, 7352, 7558, 7767, 7980, 8200, 8409, 8628, 8845, 9069, 9298, 9528, 9749, 10173]","31473 → 31266, 31266 → 31060, 31060 → 30851, 30851 → 30646, 30646 → 30440, 30440 → 30235, 30235 → 30029, 30029 → 29821, 29821 → 29612, 29612 → 29399, 29399 → 29187, 29187 → 28981, 28981 → 28777, 28777 → 28569, 28569 → 28365, 28365 → 28163, 28163 → 27956, 27956 → 27749, 27749 → 27340, 27340 → 26926, 26926 → 26501, 26718 → 26285, 26285 → 26078, 26078 → 25665, 25665 → 25456, 25456 → 25036, 25036 → 24824, 24824 → 24619, 27545 → 24414, 24414 → 24212, 24212 → 24008, 24008 → 23804, 23804 → 23593, 23593 → 23385, 23385 → 23174, 23174 → 22965, 22965 → 22560, 22560 → 22351, 22772 → 22149, 22149 → 21948, 21948 → 21747, 21747 → 21548, 21548 → 21347, 21347 → 21148, 21148 → 20945, 20945 → 20740, 20740 → 20538, 20538 → 20328, 20328 → 20122, 20122 → 19917, 19917 → 19716, 19716 → 19512, 19512 → 19108, 19308 → 18905, 18905 → 18700, 18700 → 18489, 18489 → 18273, 18273 → 18054, 18054 → 17835, 17835 → 17622, 17622 → 17412, 17412 → 17196, 17196 → 16990, 16990 → 16788, 16788 → 16585, 16585 → 16381, 16381 → 16171, 16171 → 15961, 15961 → 15753, 15753 → 15545, 15545 → 15333, 15333 → 15117, 15117 → 14905, 14905 → 14689, 14689 → 14479, 14479 → 14269, 14269 → 14055, 14055 → 13852, 13852 → 13648, 13648 → 13445, 13445 → 13241, 13241 → 13034, 13034 → 12832, 12832 → 12633, 12633 → 12433, 12433 → 12233, 12233 → 12037, 12037 → 11836, 11836 → 11637, 11637 → 11437, 11437 → 11235, 11235 → 10614, 10614 → 10397, 11030 → 10824, 10824 → 9968, 9968 → 2997, 3198 → 2792, 2792 → 2586, 2586 → 2380, 5606 → 5204, 5204 → 4798, 6961 → 6004"
infant,hammer,65,ch_2,"[411, 1335, 1710, 2090, 2663, 10511, 11283, 14062, 20286, 23231, 23427, 23623, 25183, 25770, 25966, 26162, 29290, 46, 227, 594, 778, 962, 1147, 1519, 1898, 2279, 2471, 2854, 3047, 3239, 3431, 3622, 3810, 3999, 4188, 4379, 4574, 4770, 4962, 5158, 5354, 5547, 5742, 5931, 6124, 6315, 6506, 6699, 6887, 7075, 7266, 7458, 7650, 7842, 8034, 8226, 8419, 8611, 8803, 8995, 9186, 9375, 9566, 9751, 9939, 10130, 10318, 10699, 10894, 11087, 11475, 11675, 11874, 12271, 12471, 12671, 12074, 12868, 13066, 13263, 13463, 13662, 13859, 14259, 14458, 14655, 14855, 15054, 15254, 15454, 15652, 15854, 16054, 16255, 16451, 16651, 16850, 17047, 17246, 17447, 17651, 17858, 18063, 18266, 18467, 18671, 18874, 19078, 19279, 19482, 19683, 19883, 20086, 20483, 20679, 20878, 21074, 21270, 21466, 21662, 21858, 22055, 22250, 22446, 22643, 22839, 23035, 23819, 24015, 24207, 24403, 24595, 24791, 24987, 25378, 25575, 26354, 26547, 26740, 26935, 27128, 27323, 27518, 27714, 27910, 28106, 28302, 28499, 28695, 28890, 29087, 29487, 29687, 30070, 29875, 30279, 30475]","29290 → 46, 12671 → 12074, 30070 → 29875"
infant,hammer,50,ch_0,"[390, 670, 1458, 9874, 10366, 11550, 12710, 14606, 18446, 20474, 20726, 30498, 85, 938, 1194, 1726, 1982, 2258, 2526, 2790, 3066, 3334, 3591, 3838, 4090, 4346, 4594, 4837, 5086, 5322, 6054, 6313, 6558, 6825, 5562, 5806, 7082, 7330, 7582, 7853, 8122, 8374, 8629, 8886, 9141, 9390, 9630, 10122, 10598, 10838, 11074, 11310, 11786, 12013, 12238, 12474, 12938, 13166, 13410, 13646, 13889, 14130, 14370, 14846, 15082, 15310, 15553, 15793, 16050, 16310, 16550, 16789, 17018, 17250, 17473, 17705, 17950, 18198, 18697, 18958, 19202, 19466, 19722, 19962, 20206, 20962, 21198, 21449, 21693, 21942, 22186, 22435, 22682, 22929, 23177, 23426, 23674, 23921, 24170, 24418, 24666, 24917, 25178, 25434, 25685, 25918, 26154, 26390, 26618, 26862, 27094, 27322, 27553, 27786, 28034, 28274, 28514, 28766, 29022, 29274, 29510, 29754, 30002, 30250, 30738, 30970]","30498 → 85, 6825 → 5562"
infant,hammer,57,ch_1,"[27916, 29956, 63, 276, 484, 693, 900, 1100, 1300, 1503, 1704, 1904, 2103, 2301, 2499, 2696, 2892, 3084, 3280, 3472, 3664, 3856, 4048, 4239, 4428, 4624, 4820, 5015, 5204, 5395, 5588, 5780, 5976, 6172, 6368, 6568, 6768, 6968, 7172, 7376, 7588, 7811, 8032, 8247, 8459, 8672, 8876, 9099, 9320, 9551, 9788, 10040, 10293, 10539, 10827, 11087, 11341, 11572, 11792, 12008, 12220, 12432, 12652, 12876, 13100, 13327, 13556, 13789, 14015, 14239, 14467, 14696, 14912, 15131, 15344, 15556, 15972, 15765, 16176, 16380, 16579, 16776, 16973, 17169, 17365, 17564, 17765, 17972, 18183, 18392, 18604, 18809, 19024, 19243, 19464, 19692, 19904, 20116, 20325, 20535, 20744, 20952, 21159, 21367, 21577, 21792, 22008, 22224, 22440, 22652, 22867, 23076, 23288, 23504, 23736, 23972, 24196, 24428, 24659, 24892, 25120, 25348, 25576, 25799, 26027, 26248, 26461, 26677, 26888, 27096, 27296, 27503, 27708, 28120, 28327, 28532, 28740, 28939, 29143, 29347, 29548, 29751, 30164, 30372, 30584, 30796]","29956 → 63, 15972 → 15765"
infant,hammer,36,ch_1,"[88, 331, 575, 831, 1098, 1401, 1687, 2012, 2306, 2609, 2912, 3203, 3501, 3780, 4056, 4316, 4571, 4795, 5038, 5263, 5499, 5733, 5969, 6214, 6450, 6683, 6927, 7171, 7418, 7655, 7898, 8143, 8387, 8635, 8883, 9126, 9363, 9602, 9843, 10086, 10330, 10575, 10822, 11047, 11282, 11527, 11747, 11989, 12230, 12463, 12694, 12939, 13171, 13396, 13625, 13857, 14095, 14334, 14566, 14796, 15035, 15255, 15481, 15700, 15919, 16142, 16394, 16625, 16878, 17126, 17353, 17596, 17849, 18118, 18391, 18643, 18875, 19122, 19339, 19575, 19798, 20015, 20234, 20451, 20666, 20868, 21082, 21300, 21515, 21743, 21954, 22171, 22391, 22618, 22858, 23093, 23319, 23543, 23778, 23999, 24223, 24451, 24673, 24894, 25131, 25354, 25603, 25834, 26074, 26315, 26558, 26798, 27046, 27285, 27518, 27751, 27982, 28214, 28439, 28663, 28882, 29098, 29311, 29729, 29519, 29934, 30339, 30539, 30738, 30939, 30135]","29729 → 29519, 30939 → 30135"
infant,hammer,16,ch_0,"[72, 287, 500, 720, 944, 1164, 1401, 1643, 1867, 2099, 2320, 2544, 2766, 2980, 3196, 3616, 3408, 3831, 4035, 4244, 4443, 4648, 4855, 5060, 5263, 5468, 5669, 5872, 6080, 6291, 6499, 6708, 6916, 7128, 7344, 7557, 7768, 7976, 8183, 8392, 8604, 8815, 9031, 9252, 9472, 9688, 9913, 10140, 10355, 10568, 10777, 10991, 11200, 11411, 11620, 11832, 12040, 12253, 12465, 12675, 13093, 12887, 13301, 13520, 13738, 13957, 14188, 14396, 14608, 14820, 15032, 15248, 15452, 15659, 15856, 16059, 16256, 16456, 16655, 16853, 17060, 17263, 17472, 17681, 17892, 18313, 18099, 18520, 18727, 18937, 19140, 19345, 19557, 19768, 19984, 20193, 20404, 20614, 20819, 21020, 21216, 21408, 21600, 21795, 21989, 22188, 22387, 22588, 22788, 22990, 23184, 23383, 23580, 23779, 23976, 24172, 24368, 24563, 24759, 24951, 25145, 25341, 25540, 25741, 25934, 26144, 26341, 26540, 26733, 26928, 27123, 27316, 27512, 27706, 27890, 28098, 28296, 28500, 28700, 28900, 29100, 29300, 29505, 29712, 29948, 30200, 30432, 30670, 30838, 31127, 31356]","3616 → 3408, 13093 → 12887, 18313 → 18099"
infant,hammer,58,ch_0,"[195, 425, 675, 918, 1160, 1402, 1636, 1869, 2105, 2334, 2576, 2821, 3069, 3327, 3614, 3880, 4156, 4414, 4656, 4896, 5137, 5376, 5636, 5888, 6137, 6373, 6617, 6856, 7085, 7309, 7539, 7770, 7993, 8226, 8470, 8724, 8982, 9281, 9575, 9841, 10114, 10398, 10663, 10914, 11176, 11428, 11686, 11940, 12192, 12457, 12729, 12993, 13268, 13553, 13816, 14085, 14373, 14641, 14901, 15180, 15468, 15745, 16042, 16333, 16599, 16869, 17162, 17433, 17685, 17942, 18189, 18425, 18896, 19129, 19364, 19604, 19846, 20078, 20304, 20529, 20748, 18663, 20964, 21181, 21400, 21621, 21857, 22117, 22364, 22633, 22885, 24422, 24634, 24851, 25085, 25318, 24183, 23689, 23955, 23121, 23429, 25549, 25769, 25988, 26418, 26624, 26833, 26207, 27045, 27246, 27450, 27661, 27889, 28108, 28342, 28577, 28805, 29046, 29314, 29566, 29809, 30062, 30328, 30796, 30568]","20748 → 18663, 25318 → 24183, 24183 → 23689, 23955 → 23121, 26833 → 26207, 30796 → 30568"
infant,hammer,26,ch_0,"[163, 383, 1038, 1254, 1468, 1689, 1922, 2151, 2386, 2635, 2883, 3139, 814, 607, 3388, 3637, 3879, 4122, 4362, 4611, 4857, 5099, 5342, 5587, 5883, 6106, 6355, 6606, 6855, 7104, 7357, 7610, 7863, 8118, 8372, 8635, 8891, 9139, 9390, 9635, 9878, 10126, 10370, 10618, 11095, 11339, 11579, 11830, 10862, 12099, 12370, 12635, 12899, 13159, 13406, 13658, 13908, 14155, 14394, 14659, 14910, 15154, 15408, 15669, 15931, 16198, 16466, 16723, 16986, 17246, 17491, 17742, 18253, 18511, 18003, 18755, 19003, 19254, 19495, 19978, 19738, 20251, 20495, 20743, 20991, 21259, 21515, 21763, 22027, 22275, 22515, 22742, 22984, 23211, 23450, 23693, 23942, 24195, 24447, 24718, 24987, 25254, 25527, 25791, 26055, 26314, 26579, 26850, 27007, 27106, 27305, 27657, 27838, 28282, 28062, 28486, 28705, 27454, 28939, 29152, 29371, 29592, 29814, 30027, 30243, 30458]","3139 → 814, 814 → 607, 11830 → 10862, 18511 → 18003, 19978 → 19738, 28282 → 28062, 28705 → 27454"
infant,hammer,71,ch_2,"[336, 525, 908, 1291, 1692, 1893, 2099, 2744, 2963, 4100, 4550, 4768, 5677, 6806, 7467, 7686, 7912, 8340, 8560, 8771, 10293, 10516, 10965, 11181, 11393, 13345, 13557, 13769, 13982, 14185, 14394, 14603, 14811, 15025, 15235, 15650, 16073, 16288, 16720, 16939, 17155, 17373, 17595, 17822, 18043, 18264, 18488, 18705, 18920, 19131, 19342, 19551, 20380, 20983, 21192, 21804, 22393, 22772, 23328, 23888, 24076, 26792, 27177, 27368, 29084, 30049, 145, 1097, 713, 1492, 2312, 3197, 3429, 2528, 3649, 3873, 4328, 4997, 5233, 5453, 5905, 6136, 6356, 6576, 7031, 7248, 8125, 8981, 9196, 9409, 9621, 9836, 10060, 10740, 11606, 11825, 12041, 12256, 12472, 12692, 12913, 13129, 15441, 15863, 16504, 19756, 19965, 20172, 20581, 20781, 21400, 21605, 22001, 22197, 22581, 22957, 23144, 23512, 23697, 24265, 24456, 24653, 24846, 25040, 25233, 25425, 25621, 25817, 26012, 26209, 26404, 26597, 26981, 27556, 27750, 27941, 28129, 28321, 28512, 28701, 28893, 29276, 29469, 29664, 29857, 30237, 30621, 30429]","30049 → 145, 1097 → 713, 3429 → 2528, 30621 → 30429"
infant,hammer,47,ch_1,"[374, 936, 1124, 1503, 2677, 2888, 3103, 3723, 4711, 5103, 5300, 5504, 5699, 5895, 6099, 6295, 7090, 7292, 7683, 8284, 9498, 9899, 10685, 11067, 11811, 11995, 12180, 12371, 12746, 13132, 13527, 14503, 15088, 15284, 16280, 16699, 16900, 17102, 17508, 18719, 19524, 19728, 20348, 22045, 22260, 22471, 22679, 22891, 23102, 23524, 23951, 24169, 25023, 25231, 25445, 26091, 26308, 26519, 26739, 27591, 27800, 28011, 28219, 28631, 29055, 29271, 29482, 29901, 30312, 30724, 30927, 31128, 184, 559, 747, 1691, 2072, 2268, 2472, 1308, 1883, 3312, 3516, 3923, 4120, 4320, 4517, 4908, 6492, 6691, 6887, 7488, 7876, 8076, 8492, 8692, 8895, 9096, 9296, 9700, 10100, 10297, 10492, 10876, 11252, 11440, 11624, 12556, 12936, 13325, 13724, 13920, 14116, 14308, 14696, 14892, 15479, 15675, 15872, 16076, 16488, 17304, 17712, 17919, 18120, 18320, 18520, 18916, 19120, 19323, 19935, 20140, 20560, 20768, 20976, 21188, 21408, 21616, 21828, 23311, 23736, 24388, 24603, 24816, 25660, 25876, 26956, 27172, 27380, 28424, 28844, 29693, 30104, 30516]","31128 → 184, 2472 → 1308"
